date,hour,demand,newdatetime,hour_of_day,day_of_month,month_of_year,year,quarter_of_year,week_of_year,day_of_year,day_of_week
2019-05-04,6,87,2019-05-04 06:00:00,6,4,5,2019,2,18,124,5
2019-05-04,7,66,2019-05-04 07:00:00,7,4,5,2019,2,18,124,5
2019-05-04,8,77,2019-05-04 08:00:00,8,4,5,2019,2,18,124,5
2019-05-04,9,98,2019-05-04 09:00:00,9,4,5,2019,2,18,124,5
2019-05-04,10,94,2019-05-04 10:00:00,10,4,5,2019,2,18,124,5
2019-05-04,11,127,2019-05-04 11:00:00,11,4,5,2019,2,18,124,5
2019-05-04,12,153,2019-05-04 12:00:00,12,4,5,2019,2,18,124,5
2019-05-04,13,69,2019-05-04 13:00:00,13,4,5,2019,2,18,124,5
2019-05-04,14,156,2019-05-04 14:00:00,14,4,5,2019,2,18,124,5
2019-05-04,15,116,2019-05-04 15:00:00,15,4,5,2019,2,18,124,5
2019-05-04,16,147,2019-05-04 16:00:00,16,4,5,2019,2,18,124,5
2019-05-04,17,111,2019-05-04 17:00:00,17,4,5,2019,2,18,124,5
2019-05-04,18,47,2019-05-04 18:00:00,18,4,5,2019,2,18,124,5
2019-05-04,19,117,2019-05-04 19:00:00,19,4,5,2019,2,18,124,5
2019-05-04,20,72,2019-05-04 20:00:00,20,4,5,2019,2,18,124,5
2019-05-04,21,88,2019-05-04 21:00:00,21,4,5,2019,2,18,124,5
2019-05-04,22,64,2019-05-04 22:00:00,22,4,5,2019,2,18,124,5
2019-05-04,23,17,2019-05-04 23:00:00,23,4,5,2019,2,18,124,5
2019-05-05,0,90,2019-05-05 00:00:00,0,5,5,2019,2,18,125,6
2019-05-05,1,104,2019-05-05 01:00:00,1,5,5,2019,2,18,125,6
2019-05-05,2,73,2019-05-05 02:00:00,2,5,5,2019,2,18,125,6
2019-05-05,6,38,2019-05-05 06:00:00,6,5,5,2019,2,18,125,6
2019-05-05,7,28,2019-05-05 07:00:00,7,5,5,2019,2,18,125,6
2019-05-05,8,25,2019-05-05 08:00:00,8,5,5,2019,2,18,125,6
2019-05-05,9,37,2019-05-05 09:00:00,9,5,5,2019,2,18,125,6
2019-05-05,10,76,2019-05-05 10:00:00,10,5,5,2019,2,18,125,6
2019-05-05,11,70,2019-05-05 11:00:00,11,5,5,2019,2,18,125,6
2019-05-05,12,63,2019-05-05 12:00:00,12,5,5,2019,2,18,125,6
2019-05-05,13,109,2019-05-05 13:00:00,13,5,5,2019,2,18,125,6
2019-05-05,14,50,2019-05-05 14:00:00,14,5,5,2019,2,18,125,6
2019-05-05,15,106,2019-05-05 15:00:00,15,5,5,2019,2,18,125,6
2019-05-05,16,43,2019-05-05 16:00:00,16,5,5,2019,2,18,125,6
2019-05-05,17,49,2019-05-05 17:00:00,17,5,5,2019,2,18,125,6
2019-05-05,18,120,2019-05-05 18:00:00,18,5,5,2019,2,18,125,6
2019-05-05,19,58,2019-05-05 19:00:00,19,5,5,2019,2,18,125,6
2019-05-05,20,89,2019-05-05 20:00:00,20,5,5,2019,2,18,125,6
2019-05-05,21,35,2019-05-05 21:00:00,21,5,5,2019,2,18,125,6
2019-05-05,23,8,2019-05-05 23:00:00,23,5,5,2019,2,18,125,6
2019-05-06,0,101,2019-05-06 00:00:00,0,6,5,2019,2,19,126,0
2019-05-06,1,36,2019-05-06 01:00:00,1,6,5,2019,2,19,126,0
2019-05-06,3,8,2019-05-06 03:00:00,3,6,5,2019,2,19,126,0
2019-05-06,6,26,2019-05-06 06:00:00,6,6,5,2019,2,19,126,0
2019-05-06,7,24,2019-05-06 07:00:00,7,6,5,2019,2,19,126,0
2019-05-06,8,96,2019-05-06 08:00:00,8,6,5,2019,2,19,126,0
2019-05-06,9,67,2019-05-06 09:00:00,9,6,5,2019,2,19,126,0
2019-05-06,10,86,2019-05-06 10:00:00,10,6,5,2019,2,19,126,0
2019-05-06,11,85,2019-05-06 11:00:00,11,6,5,2019,2,19,126,0
2019-05-06,12,92,2019-05-06 12:00:00,12,6,5,2019,2,19,126,0
2019-05-06,13,110,2019-05-06 13:00:00,13,6,5,2019,2,19,126,0
2019-05-06,14,64,2019-05-06 14:00:00,14,6,5,2019,2,19,126,0
2019-05-06,15,50,2019-05-06 15:00:00,15,6,5,2019,2,19,126,0
2019-05-06,16,60,2019-05-06 16:00:00,16,6,5,2019,2,19,126,0
2019-05-06,17,80,2019-05-06 17:00:00,17,6,5,2019,2,19,126,0
2019-05-06,18,30,2019-05-06 18:00:00,18,6,5,2019,2,19,126,0
2019-05-06,19,111,2019-05-06 19:00:00,19,6,5,2019,2,19,126,0
2019-05-06,20,100,2019-05-06 20:00:00,20,6,5,2019,2,19,126,0
2019-05-06,21,22,2019-05-06 21:00:00,21,6,5,2019,2,19,126,0
2019-05-06,22,42,2019-05-06 22:00:00,22,6,5,2019,2,19,126,0
2019-05-06,23,38,2019-05-06 23:00:00,23,6,5,2019,2,19,126,0
2019-05-07,0,43,2019-05-07 00:00:00,0,7,5,2019,2,19,127,1
2019-05-07,1,13,2019-05-07 01:00:00,1,7,5,2019,2,19,127,1
2019-05-07,5,2,2019-05-07 05:00:00,5,7,5,2019,2,19,127,1
2019-05-07,6,1,2019-05-07 06:00:00,6,7,5,2019,2,19,127,1
2019-05-07,7,12,2019-05-07 07:00:00,7,7,5,2019,2,19,127,1
2019-05-07,8,101,2019-05-07 08:00:00,8,7,5,2019,2,19,127,1
2019-05-07,9,75,2019-05-07 09:00:00,9,7,5,2019,2,19,127,1
2019-05-07,10,41,2019-05-07 10:00:00,10,7,5,2019,2,19,127,1
2019-05-07,11,60,2019-05-07 11:00:00,11,7,5,2019,2,19,127,1
2019-05-07,12,103,2019-05-07 12:00:00,12,7,5,2019,2,19,127,1
2019-05-07,13,53,2019-05-07 13:00:00,13,7,5,2019,2,19,127,1
2019-05-07,14,73,2019-05-07 14:00:00,14,7,5,2019,2,19,127,1
2019-05-07,15,16,2019-05-07 15:00:00,15,7,5,2019,2,19,127,1
2019-05-07,16,39,2019-05-07 16:00:00,16,7,5,2019,2,19,127,1
2019-05-07,17,31,2019-05-07 17:00:00,17,7,5,2019,2,19,127,1
2019-05-07,18,23,2019-05-07 18:00:00,18,7,5,2019,2,19,127,1
2019-05-07,19,26,2019-05-07 19:00:00,19,7,5,2019,2,19,127,1
2019-05-07,20,116,2019-05-07 20:00:00,20,7,5,2019,2,19,127,1
2019-05-07,21,26,2019-05-07 21:00:00,21,7,5,2019,2,19,127,1
2019-05-07,22,10,2019-05-07 22:00:00,22,7,5,2019,2,19,127,1
2019-05-07,23,102,2019-05-07 23:00:00,23,7,5,2019,2,19,127,1
2019-05-08,0,43,2019-05-08 00:00:00,0,8,5,2019,2,19,128,2
2019-05-08,1,23,2019-05-08 01:00:00,1,8,5,2019,2,19,128,2
2019-05-08,6,59,2019-05-08 06:00:00,6,8,5,2019,2,19,128,2
2019-05-08,7,58,2019-05-08 07:00:00,7,8,5,2019,2,19,128,2
2019-05-08,8,109,2019-05-08 08:00:00,8,8,5,2019,2,19,128,2
2019-05-08,9,72,2019-05-08 09:00:00,9,8,5,2019,2,19,128,2
2019-05-08,10,92,2019-05-08 10:00:00,10,8,5,2019,2,19,128,2
2019-05-08,11,75,2019-05-08 11:00:00,11,8,5,2019,2,19,128,2
2019-05-08,12,81,2019-05-08 12:00:00,12,8,5,2019,2,19,128,2
2019-05-08,13,39,2019-05-08 13:00:00,13,8,5,2019,2,19,128,2
2019-05-08,14,109,2019-05-08 14:00:00,14,8,5,2019,2,19,128,2
2019-05-08,15,36,2019-05-08 15:00:00,15,8,5,2019,2,19,128,2
2019-05-08,16,55,2019-05-08 16:00:00,16,8,5,2019,2,19,128,2
2019-05-08,17,80,2019-05-08 17:00:00,17,8,5,2019,2,19,128,2
2019-05-08,18,49,2019-05-08 18:00:00,18,8,5,2019,2,19,128,2
2019-05-08,19,36,2019-05-08 19:00:00,19,8,5,2019,2,19,128,2
2019-05-08,20,68,2019-05-08 20:00:00,20,8,5,2019,2,19,128,2
2019-05-08,21,55,2019-05-08 21:00:00,21,8,5,2019,2,19,128,2
2019-05-08,22,46,2019-05-08 22:00:00,22,8,5,2019,2,19,128,2
2019-05-08,23,15,2019-05-08 23:00:00,23,8,5,2019,2,19,128,2
2019-05-09,0,21,2019-05-09 00:00:00,0,9,5,2019,2,19,129,3
2019-05-09,6,101,2019-05-09 06:00:00,6,9,5,2019,2,19,129,3
2019-05-09,7,71,2019-05-09 07:00:00,7,9,5,2019,2,19,129,3
2019-05-09,8,42,2019-05-09 08:00:00,8,9,5,2019,2,19,129,3
2019-05-09,9,95,2019-05-09 09:00:00,9,9,5,2019,2,19,129,3
2019-05-09,10,69,2019-05-09 10:00:00,10,9,5,2019,2,19,129,3
2019-05-09,11,47,2019-05-09 11:00:00,11,9,5,2019,2,19,129,3
2019-05-09,12,52,2019-05-09 12:00:00,12,9,5,2019,2,19,129,3
2019-05-09,13,53,2019-05-09 13:00:00,13,9,5,2019,2,19,129,3
2019-05-09,14,115,2019-05-09 14:00:00,14,9,5,2019,2,19,129,3
2019-05-09,15,78,2019-05-09 15:00:00,15,9,5,2019,2,19,129,3
2019-05-09,16,41,2019-05-09 16:00:00,16,9,5,2019,2,19,129,3
2019-05-09,17,37,2019-05-09 17:00:00,17,9,5,2019,2,19,129,3
2019-05-09,18,62,2019-05-09 18:00:00,18,9,5,2019,2,19,129,3
2019-05-09,19,60,2019-05-09 19:00:00,19,9,5,2019,2,19,129,3
2019-05-09,20,104,2019-05-09 20:00:00,20,9,5,2019,2,19,129,3
2019-05-09,21,78,2019-05-09 21:00:00,21,9,5,2019,2,19,129,3
2019-05-09,22,23,2019-05-09 22:00:00,22,9,5,2019,2,19,129,3
2019-05-09,23,38,2019-05-09 23:00:00,23,9,5,2019,2,19,129,3
2019-05-10,1,65,2019-05-10 01:00:00,1,10,5,2019,2,19,130,4
2019-05-10,2,69,2019-05-10 02:00:00,2,10,5,2019,2,19,130,4
2019-05-10,5,93,2019-05-10 05:00:00,5,10,5,2019,2,19,130,4
2019-05-10,6,57,2019-05-10 06:00:00,6,10,5,2019,2,19,130,4
2019-05-10,7,31,2019-05-10 07:00:00,7,10,5,2019,2,19,130,4
2019-05-10,8,113,2019-05-10 08:00:00,8,10,5,2019,2,19,130,4
2019-05-10,9,98,2019-05-10 09:00:00,9,10,5,2019,2,19,130,4
2019-05-10,10,112,2019-05-10 10:00:00,10,10,5,2019,2,19,130,4
2019-05-10,11,114,2019-05-10 11:00:00,11,10,5,2019,2,19,130,4
2019-05-10,12,68,2019-05-10 12:00:00,12,10,5,2019,2,19,130,4
2019-05-10,13,56,2019-05-10 13:00:00,13,10,5,2019,2,19,130,4
2019-05-10,14,82,2019-05-10 14:00:00,14,10,5,2019,2,19,130,4
2019-05-10,15,112,2019-05-10 15:00:00,15,10,5,2019,2,19,130,4
2019-05-10,16,63,2019-05-10 16:00:00,16,10,5,2019,2,19,130,4
2019-05-10,17,2,2019-05-10 17:00:00,17,10,5,2019,2,19,130,4
2019-05-10,18,86,2019-05-10 18:00:00,18,10,5,2019,2,19,130,4
2019-05-10,19,13,2019-05-10 19:00:00,19,10,5,2019,2,19,130,4
2019-05-10,20,14,2019-05-10 20:00:00,20,10,5,2019,2,19,130,4
2019-05-10,21,101,2019-05-10 21:00:00,21,10,5,2019,2,19,130,4
2019-05-10,22,82,2019-05-10 22:00:00,22,10,5,2019,2,19,130,4
2019-05-10,23,76,2019-05-10 23:00:00,23,10,5,2019,2,19,130,4
2019-05-11,0,35,2019-05-11 00:00:00,0,11,5,2019,2,19,131,5
2019-05-11,1,111,2019-05-11 01:00:00,1,11,5,2019,2,19,131,5
2019-05-11,3,59,2019-05-11 03:00:00,3,11,5,2019,2,19,131,5
2019-05-11,4,84,2019-05-11 04:00:00,4,11,5,2019,2,19,131,5
2019-05-11,5,65,2019-05-11 05:00:00,5,11,5,2019,2,19,131,5
2019-05-11,7,14,2019-05-11 07:00:00,7,11,5,2019,2,19,131,5
2019-05-11,8,102,2019-05-11 08:00:00,8,11,5,2019,2,19,131,5
2019-05-11,9,79,2019-05-11 09:00:00,9,11,5,2019,2,19,131,5
2019-05-11,10,49,2019-05-11 10:00:00,10,11,5,2019,2,19,131,5
2019-05-11,11,55,2019-05-11 11:00:00,11,11,5,2019,2,19,131,5
2019-05-11,12,62,2019-05-11 12:00:00,12,11,5,2019,2,19,131,5
2019-05-11,13,90,2019-05-11 13:00:00,13,11,5,2019,2,19,131,5
2019-05-11,14,54,2019-05-11 14:00:00,14,11,5,2019,2,19,131,5
2019-05-11,15,59,2019-05-11 15:00:00,15,11,5,2019,2,19,131,5
2019-05-11,16,60,2019-05-11 16:00:00,16,11,5,2019,2,19,131,5
2019-05-11,17,100,2019-05-11 17:00:00,17,11,5,2019,2,19,131,5
2019-05-11,18,118,2019-05-11 18:00:00,18,11,5,2019,2,19,131,5
2019-05-11,19,122,2019-05-11 19:00:00,19,11,5,2019,2,19,131,5
2019-05-11,20,28,2019-05-11 20:00:00,20,11,5,2019,2,19,131,5
2019-05-11,21,44,2019-05-11 21:00:00,21,11,5,2019,2,19,131,5
2019-05-11,22,86,2019-05-11 22:00:00,22,11,5,2019,2,19,131,5
2019-05-11,23,90,2019-05-11 23:00:00,23,11,5,2019,2,19,131,5
2019-05-12,0,32,2019-05-12 00:00:00,0,12,5,2019,2,19,132,6
2019-05-12,1,60,2019-05-12 01:00:00,1,12,5,2019,2,19,132,6
2019-05-12,2,36,2019-05-12 02:00:00,2,12,5,2019,2,19,132,6
2019-05-12,3,77,2019-05-12 03:00:00,3,12,5,2019,2,19,132,6
2019-05-12,8,65,2019-05-12 08:00:00,8,12,5,2019,2,19,132,6
2019-05-12,9,71,2019-05-12 09:00:00,9,12,5,2019,2,19,132,6
2019-05-12,10,74,2019-05-12 10:00:00,10,12,5,2019,2,19,132,6
2019-05-12,11,133,2019-05-12 11:00:00,11,12,5,2019,2,19,132,6
2019-05-12,12,53,2019-05-12 12:00:00,12,12,5,2019,2,19,132,6
2019-05-12,13,76,2019-05-12 13:00:00,13,12,5,2019,2,19,132,6
2019-05-12,14,106,2019-05-12 14:00:00,14,12,5,2019,2,19,132,6
2019-05-12,15,134,2019-05-12 15:00:00,15,12,5,2019,2,19,132,6
2019-05-12,16,157,2019-05-12 16:00:00,16,12,5,2019,2,19,132,6
2019-05-12,17,59,2019-05-12 17:00:00,17,12,5,2019,2,19,132,6
2019-05-12,18,47,2019-05-12 18:00:00,18,12,5,2019,2,19,132,6
2019-05-12,19,101,2019-05-12 19:00:00,19,12,5,2019,2,19,132,6
2019-05-12,20,60,2019-05-12 20:00:00,20,12,5,2019,2,19,132,6
2019-05-12,21,102,2019-05-12 21:00:00,21,12,5,2019,2,19,132,6
2019-05-12,22,33,2019-05-12 22:00:00,22,12,5,2019,2,19,132,6
2019-05-12,23,7,2019-05-12 23:00:00,23,12,5,2019,2,19,132,6
2019-05-13,0,29,2019-05-13 00:00:00,0,13,5,2019,2,20,133,0
2019-05-13,2,24,2019-05-13 02:00:00,2,13,5,2019,2,20,133,0
2019-05-13,3,18,2019-05-13 03:00:00,3,13,5,2019,2,20,133,0
2019-05-13,4,19,2019-05-13 04:00:00,4,13,5,2019,2,20,133,0
2019-05-13,6,29,2019-05-13 06:00:00,6,13,5,2019,2,20,133,0
2019-05-13,7,85,2019-05-13 07:00:00,7,13,5,2019,2,20,133,0
2019-05-13,8,33,2019-05-13 08:00:00,8,13,5,2019,2,20,133,0
2019-05-13,9,111,2019-05-13 09:00:00,9,13,5,2019,2,20,133,0
2019-05-13,10,34,2019-05-13 10:00:00,10,13,5,2019,2,20,133,0
2019-05-13,11,66,2019-05-13 11:00:00,11,13,5,2019,2,20,133,0
2019-05-13,12,69,2019-05-13 12:00:00,12,13,5,2019,2,20,133,0
2019-05-13,13,98,2019-05-13 13:00:00,13,13,5,2019,2,20,133,0
2019-05-13,14,68,2019-05-13 14:00:00,14,13,5,2019,2,20,133,0
2019-05-13,15,31,2019-05-13 15:00:00,15,13,5,2019,2,20,133,0
2019-05-13,16,93,2019-05-13 16:00:00,16,13,5,2019,2,20,133,0
2019-05-13,17,22,2019-05-13 17:00:00,17,13,5,2019,2,20,133,0
2019-05-13,18,56,2019-05-13 18:00:00,18,13,5,2019,2,20,133,0
2019-05-13,19,76,2019-05-13 19:00:00,19,13,5,2019,2,20,133,0
2019-05-13,20,58,2019-05-13 20:00:00,20,13,5,2019,2,20,133,0
2019-05-13,21,69,2019-05-13 21:00:00,21,13,5,2019,2,20,133,0
2019-05-13,22,11,2019-05-13 22:00:00,22,13,5,2019,2,20,133,0
2019-05-13,23,8,2019-05-13 23:00:00,23,13,5,2019,2,20,133,0
2019-05-14,2,34,2019-05-14 02:00:00,2,14,5,2019,2,20,134,1
2019-05-14,6,13,2019-05-14 06:00:00,6,14,5,2019,2,20,134,1
2019-05-14,7,109,2019-05-14 07:00:00,7,14,5,2019,2,20,134,1
2019-05-14,8,18,2019-05-14 08:00:00,8,14,5,2019,2,20,134,1
2019-05-14,9,108,2019-05-14 09:00:00,9,14,5,2019,2,20,134,1
2019-05-14,10,100,2019-05-14 10:00:00,10,14,5,2019,2,20,134,1
2019-05-14,11,59,2019-05-14 11:00:00,11,14,5,2019,2,20,134,1
2019-05-14,12,63,2019-05-14 12:00:00,12,14,5,2019,2,20,134,1
2019-05-14,13,30,2019-05-14 13:00:00,13,14,5,2019,2,20,134,1
2019-05-14,14,113,2019-05-14 14:00:00,14,14,5,2019,2,20,134,1
2019-05-14,15,32,2019-05-14 15:00:00,15,14,5,2019,2,20,134,1
2019-05-14,16,28,2019-05-14 16:00:00,16,14,5,2019,2,20,134,1
2019-05-14,17,78,2019-05-14 17:00:00,17,14,5,2019,2,20,134,1
2019-05-14,18,108,2019-05-14 18:00:00,18,14,5,2019,2,20,134,1
2019-05-14,19,100,2019-05-14 19:00:00,19,14,5,2019,2,20,134,1
2019-05-14,20,67,2019-05-14 20:00:00,20,14,5,2019,2,20,134,1
2019-05-14,21,74,2019-05-14 21:00:00,21,14,5,2019,2,20,134,1
2019-05-14,22,9,2019-05-14 22:00:00,22,14,5,2019,2,20,134,1
2019-05-15,1,27,2019-05-15 01:00:00,1,15,5,2019,2,20,135,2
2019-05-15,5,72,2019-05-15 05:00:00,5,15,5,2019,2,20,135,2
2019-05-15,6,25,2019-05-15 06:00:00,6,15,5,2019,2,20,135,2
2019-05-15,7,53,2019-05-15 07:00:00,7,15,5,2019,2,20,135,2
2019-05-15,8,105,2019-05-15 08:00:00,8,15,5,2019,2,20,135,2
2019-05-15,9,107,2019-05-15 09:00:00,9,15,5,2019,2,20,135,2
2019-05-15,10,63,2019-05-15 10:00:00,10,15,5,2019,2,20,135,2
2019-05-15,11,57,2019-05-15 11:00:00,11,15,5,2019,2,20,135,2
2019-05-15,12,52,2019-05-15 12:00:00,12,15,5,2019,2,20,135,2
2019-05-15,13,33,2019-05-15 13:00:00,13,15,5,2019,2,20,135,2
2019-05-15,14,42,2019-05-15 14:00:00,14,15,5,2019,2,20,135,2
2019-05-15,15,69,2019-05-15 15:00:00,15,15,5,2019,2,20,135,2
2019-05-15,16,61,2019-05-15 16:00:00,16,15,5,2019,2,20,135,2
2019-05-15,17,115,2019-05-15 17:00:00,17,15,5,2019,2,20,135,2
2019-05-15,18,62,2019-05-15 18:00:00,18,15,5,2019,2,20,135,2
2019-05-15,19,26,2019-05-15 19:00:00,19,15,5,2019,2,20,135,2
2019-05-15,20,71,2019-05-15 20:00:00,20,15,5,2019,2,20,135,2
2019-05-15,21,69,2019-05-15 21:00:00,21,15,5,2019,2,20,135,2
2019-05-15,22,76,2019-05-15 22:00:00,22,15,5,2019,2,20,135,2
2019-05-16,0,76,2019-05-16 00:00:00,0,16,5,2019,2,20,136,3
2019-05-16,6,68,2019-05-16 06:00:00,6,16,5,2019,2,20,136,3
2019-05-16,7,76,2019-05-16 07:00:00,7,16,5,2019,2,20,136,3
2019-05-16,8,58,2019-05-16 08:00:00,8,16,5,2019,2,20,136,3
2019-05-16,9,36,2019-05-16 09:00:00,9,16,5,2019,2,20,136,3
2019-05-16,10,47,2019-05-16 10:00:00,10,16,5,2019,2,20,136,3
2019-05-16,11,66,2019-05-16 11:00:00,11,16,5,2019,2,20,136,3
2019-05-16,12,46,2019-05-16 12:00:00,12,16,5,2019,2,20,136,3
2019-05-16,13,35,2019-05-16 13:00:00,13,16,5,2019,2,20,136,3
2019-05-16,14,67,2019-05-16 14:00:00,14,16,5,2019,2,20,136,3
2019-05-16,15,72,2019-05-16 15:00:00,15,16,5,2019,2,20,136,3
2019-05-16,16,31,2019-05-16 16:00:00,16,16,5,2019,2,20,136,3
2019-05-16,17,36,2019-05-16 17:00:00,17,16,5,2019,2,20,136,3
2019-05-16,18,113,2019-05-16 18:00:00,18,16,5,2019,2,20,136,3
2019-05-16,19,67,2019-05-16 19:00:00,19,16,5,2019,2,20,136,3
2019-05-16,20,27,2019-05-16 20:00:00,20,16,5,2019,2,20,136,3
2019-05-16,21,59,2019-05-16 21:00:00,21,16,5,2019,2,20,136,3
2019-05-16,22,97,2019-05-16 22:00:00,22,16,5,2019,2,20,136,3
2019-05-17,0,21,2019-05-17 00:00:00,0,17,5,2019,2,20,137,4
2019-05-17,1,51,2019-05-17 01:00:00,1,17,5,2019,2,20,137,4
2019-05-17,5,88,2019-05-17 05:00:00,5,17,5,2019,2,20,137,4
2019-05-17,6,71,2019-05-17 06:00:00,6,17,5,2019,2,20,137,4
2019-05-17,7,15,2019-05-17 07:00:00,7,17,5,2019,2,20,137,4
2019-05-17,8,75,2019-05-17 08:00:00,8,17,5,2019,2,20,137,4
2019-05-17,9,27,2019-05-17 09:00:00,9,17,5,2019,2,20,137,4
2019-05-17,10,33,2019-05-17 10:00:00,10,17,5,2019,2,20,137,4
2019-05-17,11,53,2019-05-17 11:00:00,11,17,5,2019,2,20,137,4
2019-05-17,12,96,2019-05-17 12:00:00,12,17,5,2019,2,20,137,4
2019-05-17,13,85,2019-05-17 13:00:00,13,17,5,2019,2,20,137,4
2019-05-17,14,43,2019-05-17 14:00:00,14,17,5,2019,2,20,137,4
2019-05-17,15,84,2019-05-17 15:00:00,15,17,5,2019,2,20,137,4
2019-05-17,16,93,2019-05-17 16:00:00,16,17,5,2019,2,20,137,4
2019-05-17,17,31,2019-05-17 17:00:00,17,17,5,2019,2,20,137,4
2019-05-17,18,116,2019-05-17 18:00:00,18,17,5,2019,2,20,137,4
2019-05-17,19,108,2019-05-17 19:00:00,19,17,5,2019,2,20,137,4
2019-05-17,20,108,2019-05-17 20:00:00,20,17,5,2019,2,20,137,4
2019-05-17,21,64,2019-05-17 21:00:00,21,17,5,2019,2,20,137,4
2019-05-17,22,25,2019-05-17 22:00:00,22,17,5,2019,2,20,137,4
2019-05-17,23,102,2019-05-17 23:00:00,23,17,5,2019,2,20,137,4
2019-05-18,0,41,2019-05-18 00:00:00,0,18,5,2019,2,20,138,5
2019-05-18,1,86,2019-05-18 01:00:00,1,18,5,2019,2,20,138,5
2019-05-18,2,49,2019-05-18 02:00:00,2,18,5,2019,2,20,138,5
2019-05-18,4,81,2019-05-18 04:00:00,4,18,5,2019,2,20,138,5
2019-05-18,6,5,2019-05-18 06:00:00,6,18,5,2019,2,20,138,5
2019-05-18,8,88,2019-05-18 08:00:00,8,18,5,2019,2,20,138,5
2019-05-18,9,100,2019-05-18 09:00:00,9,18,5,2019,2,20,138,5
2019-05-18,10,124,2019-05-18 10:00:00,10,18,5,2019,2,20,138,5
2019-05-18,11,40,2019-05-18 11:00:00,11,18,5,2019,2,20,138,5
2019-05-18,12,59,2019-05-18 12:00:00,12,18,5,2019,2,20,138,5
2019-05-18,13,146,2019-05-18 13:00:00,13,18,5,2019,2,20,138,5
2019-05-18,14,54,2019-05-18 14:00:00,14,18,5,2019,2,20,138,5
2019-05-18,15,91,2019-05-18 15:00:00,15,18,5,2019,2,20,138,5
2019-05-18,16,137,2019-05-18 16:00:00,16,18,5,2019,2,20,138,5
2019-05-18,17,127,2019-05-18 17:00:00,17,18,5,2019,2,20,138,5
2019-05-18,18,130,2019-05-18 18:00:00,18,18,5,2019,2,20,138,5
2019-05-18,19,53,2019-05-18 19:00:00,19,18,5,2019,2,20,138,5
2019-05-18,20,71,2019-05-18 20:00:00,20,18,5,2019,2,20,138,5
2019-05-18,21,64,2019-05-18 21:00:00,21,18,5,2019,2,20,138,5
2019-05-18,22,50,2019-05-18 22:00:00,22,18,5,2019,2,20,138,5
2019-05-18,23,59,2019-05-18 23:00:00,23,18,5,2019,2,20,138,5
2019-05-19,0,35,2019-05-19 00:00:00,0,19,5,2019,2,20,139,6
2019-05-19,1,82,2019-05-19 01:00:00,1,19,5,2019,2,20,139,6
2019-05-19,2,52,2019-05-19 02:00:00,2,19,5,2019,2,20,139,6
2019-05-19,3,49,2019-05-19 03:00:00,3,19,5,2019,2,20,139,6
2019-05-19,7,103,2019-05-19 07:00:00,7,19,5,2019,2,20,139,6
2019-05-19,8,92,2019-05-19 08:00:00,8,19,5,2019,2,20,139,6
2019-05-19,9,51,2019-05-19 09:00:00,9,19,5,2019,2,20,139,6
2019-05-19,10,120,2019-05-19 10:00:00,10,19,5,2019,2,20,139,6
2019-05-19,11,72,2019-05-19 11:00:00,11,19,5,2019,2,20,139,6
2019-05-19,12,115,2019-05-19 12:00:00,12,19,5,2019,2,20,139,6
2019-05-19,13,148,2019-05-19 13:00:00,13,19,5,2019,2,20,139,6
2019-05-19,14,128,2019-05-19 14:00:00,14,19,5,2019,2,20,139,6
2019-05-19,15,56,2019-05-19 15:00:00,15,19,5,2019,2,20,139,6
2019-05-19,16,124,2019-05-19 16:00:00,16,19,5,2019,2,20,139,6
2019-05-19,17,72,2019-05-19 17:00:00,17,19,5,2019,2,20,139,6
2019-05-19,18,135,2019-05-19 18:00:00,18,19,5,2019,2,20,139,6
2019-05-19,19,111,2019-05-19 19:00:00,19,19,5,2019,2,20,139,6
2019-05-19,20,99,2019-05-19 20:00:00,20,19,5,2019,2,20,139,6
2019-05-19,21,76,2019-05-19 21:00:00,21,19,5,2019,2,20,139,6
2019-05-19,22,63,2019-05-19 22:00:00,22,19,5,2019,2,20,139,6
2019-05-19,23,24,2019-05-19 23:00:00,23,19,5,2019,2,20,139,6
2019-05-20,0,101,2019-05-20 00:00:00,0,20,5,2019,2,21,140,0
2019-05-20,6,51,2019-05-20 06:00:00,6,20,5,2019,2,21,140,0
2019-05-20,7,85,2019-05-20 07:00:00,7,20,5,2019,2,21,140,0
2019-05-20,8,72,2019-05-20 08:00:00,8,20,5,2019,2,21,140,0
2019-05-20,9,44,2019-05-20 09:00:00,9,20,5,2019,2,21,140,0
2019-05-20,10,43,2019-05-20 10:00:00,10,20,5,2019,2,21,140,0
2019-05-20,11,103,2019-05-20 11:00:00,11,20,5,2019,2,21,140,0
2019-05-20,12,101,2019-05-20 12:00:00,12,20,5,2019,2,21,140,0
2019-05-20,13,101,2019-05-20 13:00:00,13,20,5,2019,2,21,140,0
2019-05-20,14,21,2019-05-20 14:00:00,14,20,5,2019,2,21,140,0
2019-05-20,15,63,2019-05-20 15:00:00,15,20,5,2019,2,21,140,0
2019-05-20,16,111,2019-05-20 16:00:00,16,20,5,2019,2,21,140,0
2019-05-20,17,42,2019-05-20 17:00:00,17,20,5,2019,2,21,140,0
2019-05-20,18,130,2019-05-20 18:00:00,18,20,5,2019,2,21,140,0
2019-05-20,19,100,2019-05-20 19:00:00,19,20,5,2019,2,21,140,0
2019-05-20,20,69,2019-05-20 20:00:00,20,20,5,2019,2,21,140,0
2019-05-20,21,62,2019-05-20 21:00:00,21,20,5,2019,2,21,140,0
